PEDON_ID,Fe2O3,MnO,P2O5,SiO2,TiO2,ZrO2,Al2O3,CaO,Na2O,MgO,K2O,Fe2O3_mol,MnO_mol,P2O5_mol,SiO2_mol,TiO2_mol,ZrO2_mol,Al2O3_mol,CaO_mol,Na2O_mol,MgO_mol,K2O_mol,lCaO,cl_MAP,cl_MAT,Till,SubglacialTill,lCaO_mol,PRESS,factor1,factor2,factor3,factor4
88P0218,5.16,0.1,0.19,56.78,0.57,0.02,14.72,0.83,1.55,2.1,3.28,0.32,0.01,0.01,9.45,0.07,0,1.44,0.15,0.25,0.52,0.35,-0.186329578,421.34,10.395,,,-1.897119985,-277.7846519,-0.749870716,-1.719340508,0.472391141,-0.048070457
88P0249,4.15,0.04,0.08,65.21,0.75,0.03,9.36,0.41,0.96,0.66,1.92,0.26,0.01,0,10.85,0.09,0,0.92,0.07,0.15,0.16,0.2,-0.891598119,1462.87,15.94,,,-2.659260037,482.902954,-0.32516591,0.492557873,0.380664194,0.024895054
88P0250,3.98,0.05,0.07,66.37,0.72,0.03,10.58,0.65,1.25,0.75,2.11,0.25,0.01,0,11.05,0.09,0,1.04,0.12,0.2,0.19,0.22,-0.430782916,1419.85,15.97,,,-2.120263536,516.794912,-0.52874007,0.10247671,0.485036753,-0.052261592
88P0251,4.4,0.04,0.1,65.3,0.79,0.03,8.69,0.32,1.01,0.63,1.93,0.28,0.01,0,10.87,0.1,0,0.85,0.06,0.16,0.16,0.2,-1.139434283,1423.2,15.885,,,-2.813410717,404.9078604,-0.296745347,0.494805488,0.493047473,0.223050193
88P0252,4.26,0.07,0.12,68.52,0.83,0.03,8.64,0.27,0.97,0.64,2,0.27,0.01,0,11.4,0.1,0,0.85,0.05,0.16,0.16,0.21,-1.30933332,1423.2,15.885,,,-2.995732274,429.5920674,-0.420437472,0.478235215,0.602675762,0.159548226
88P0493,8.05,0.23,0.14,53.6,0.78,0.01,14.89,0.27,0.15,2.63,2.6,0.5,0.03,0.01,8.92,0.1,0,1.46,0.05,0.02,0.65,0.28,-1.30933332,1146.54,12.575,,,-2.995732274,51.22723106,0.982953203,-0.956126519,-0.015101634,-0.369414032
88P0494,6.28,0.1,0.1,55.01,0.74,0.01,14.3,0.21,0.2,1.2,2.79,0.39,0.01,0,9.16,0.09,0,1.4,0.04,0.03,0.3,0.3,-1.560647748,1146.54,12.575,,,-3.218875825,108.3040194,0.307178705,0.191023591,0.178122606,-0.487988188
88P0495,5.31,0.15,0.13,57.74,0.96,0.02,11.81,0.21,0.32,0.82,2.5,0.33,0.02,0,9.61,0.12,0,1.16,0.04,0.05,0.2,0.27,-1.560647748,1146.54,12.575,,,-3.218875825,76.17385081,0.352295598,0.196056451,0.258974799,-0.364084872
88P0496,7.05,0.09,0.13,53.36,0.86,0.02,16.34,0.28,0.21,1.61,2.61,0.44,0.01,0,8.88,0.11,0,1.6,0.05,0.03,0.4,0.28,-1.272965676,1146.54,12.575,,,-2.995732274,3.441268957,0.771909482,0.148326521,0.143629627,-0.492360607
88P0524,10.45,0.06,0.08,49.47,1.05,0.01,21.91,0.15,0.03,0.27,0.27,0.65,0.01,0,8.23,0.13,0,2.15,0.03,0,0.07,0.03,-1.897119985,1145.39,15.155,,,-3.506557897,-409.4041529,2.980392221,1.209192914,-0.775019433,-1.695227975
88P0525,11.59,0.06,0.06,44.02,1.14,0.01,20.53,0.07,0.02,0.22,0.18,0.73,0.01,0,7.33,0.14,0,2.01,0.01,0,0.06,0.02,-2.659260037,1145.39,15.155,,,-4.605170186,-524.1443164,3.25934827,1.285278156,-0.768889122,-1.269140343
88P0526,9.05,0.1,0.07,48.25,0.97,0.01,21.96,0.14,0.03,0.3,0.35,0.57,0.01,0,8.03,0.12,0,2.15,0.02,0,0.07,0.04,-1.966112856,1145.39,15.155,,,-3.912023005,-327.609011,2.744693806,1.158428885,-0.873414638,-1.78359622
88P0527,10.86,0.08,0.08,44.93,0.97,0.01,23.84,0.14,0.02,0.27,0.26,0.68,0.01,0,7.48,0.12,0,2.34,0.02,0,0.07,0.03,-1.966112856,1145.39,15.155,,,-3.912023005,-402.748672,3.18753199,1.052161702,-0.960542521,-1.947019342
88P0646,5.53,0.04,0.09,56.29,0.64,0.02,15.49,0.71,0.74,1.22,1.67,0.35,0.01,0,9.37,0.08,0,1.52,0.13,0.12,0.3,0.18,-0.342490309,1020.01,12.515,,,-2.040220829,-18.67179219,0.493885603,0.249407888,-0.152080891,-0.617311558
88P0647,4.02,0.16,0.1,68.46,0.67,0.02,8.5,0.52,1.02,0.6,1.65,0.25,0.02,0,11.39,0.08,0,0.83,0.09,0.16,0.15,0.18,-0.653926467,1020.01,12.515,,,-2.407945609,87.76619601,-0.385835246,0.316170064,0.331529329,-0.12119613
88P0648,4.45,0.19,0.1,67.66,0.66,0.02,9.79,0.62,0.98,0.7,1.64,0.28,0.03,0,11.26,0.08,0,0.96,0.11,0.16,0.17,0.17,-0.478035801,1020.01,12.515,,,-2.207274913,93.02705596,-0.103712818,-0.009572035,0.190898451,-0.45047474
88P0649,5.53,0.05,0.09,62.04,0.64,0.02,13.14,0.72,0.75,1.09,1.58,0.35,0.01,0,10.33,0.08,0,1.29,0.13,0.12,0.27,0.17,-0.328504067,1020.01,12.515,,,-2.040220829,-27.61676852,0.278466467,0.47101342,0.038331897,-0.391580602
88P0650,4.49,0.12,0.1,64.5,0.7,0.03,9.25,0.63,0.96,0.67,1.69,0.28,0.02,0,10.74,0.09,0,0.91,0.11,0.16,0.17,0.18,-0.46203546,1020.01,12.515,,,-2.207274913,39.79833774,-0.142066162,0.243178389,0.256010849,-0.082332776
88P0713,5.59,0.08,0.16,64.14,0.85,0.02,8.63,0.41,0.81,1.2,2.87,0.35,0.01,0.01,10.68,0.11,0,0.85,0.07,0.13,0.3,0.3,-0.891598119,922.19,8.08,,,-2.659260037,-36.30518847,-0.373293844,-0.423628944,0.660635707,0.385135349
88P0734,2.23,0.05,0.11,69.5,0.51,0.03,7.72,3.16,1.05,2.52,2.38,0.14,0.01,0,11.57,0.06,0,0.76,0.56,0.17,0.63,0.25,1.150572028,670.26,14.245,,,-0.579818495,-72.2780946,-1.363076088,0.062776362,0.232088675,0.73810774
88P0797,3.99,0.03,0.07,71.71,0.59,0.02,10.1,0.52,0.59,0.61,1.53,0.25,0,0,11.94,0.07,0,0.99,0.09,0.1,0.15,0.16,-0.653926467,977.78,10.845,,,-2.407945609,-19.97397812,-0.326042413,1.179260379,0.25486175,-0.252949849
88P0799,5.06,0.12,0.09,68.84,0.66,0.02,12.68,0.76,0.86,1.25,1.87,0.32,0.02,0,11.46,0.08,0,1.24,0.14,0.14,0.31,0.2,-0.274436846,984.97,11.075,,,-1.966112856,39.80731795,-0.053360386,0.032114927,0.275107455,-0.529296136
88P0831,2.77,0.02,0.14,62.39,0.44,0.01,9.89,0.7,2.21,0.63,1.6,0.17,0,0,10.38,0.06,0,0.97,0.12,0.36,0.16,0.17,-0.356674944,652.86,4.335,,,-2.120263536,-121.1434005,-1.140014336,-0.152099003,0.458228319,0.403819041
89P0046,3.46,0.06,0.18,71.63,0.63,0.02,6.23,0.57,1.16,0.83,2.19,0.22,0.01,0.01,11.92,0.08,0,0.61,0.1,0.19,0.21,0.23,-0.562118918,1583.48,19.64,,,-2.302585093,761.4053789,-0.963325541,-0.188932197,0.575389332,0.372046236
89P0379,2.57,0.13,0.12,52.31,0.36,0.01,8.35,8.57,1.18,2.17,1.62,0.16,0.02,0,8.71,0.05,0,0.82,1.53,0.19,0.54,0.17,2.148267733,620.28,6.59,,,0.425267735,-28.69234295,-0.808176605,-0.188375576,-1.368756358,0.489817077
89P0399,5.26,0.2,0.21,71.81,0.5,0.01,4.83,0.03,0.03,0.04,0.17,0.33,0.03,0.01,11.95,0.06,0,0.47,0.01,0,0.01,0.02,-3.506557897,1431.04,19.22,,,-4.605170186,291.0253979,0.695613963,1.187028101,-0.453378479,-0.50648233
89P0598,3.1,0.03,0.03,78.31,0.47,0.01,11,0.09,0.11,0.31,1.43,0.19,0,0,13.04,0.06,0,1.08,0.02,0.02,0.08,0.15,-2.407945609,409.54,5.77,,,-3.912023005,-566.8294583,-0.287165611,1.635584533,0.146597989,-0.894208279
89P0645,6.19,0.09,0.24,52.07,0.69,0.01,12.56,2.03,2.27,1.29,0.89,0.39,0.01,0.01,8.67,0.09,0,1.23,0.36,0.37,0.32,0.09,0.708035793,422,2.17,,,-1.021651248,-555.1998206,0.280389001,-0.960011673,-0.194346479,0.406309292
89P0652,20.23,0.08,0.16,30.78,3.68,0.03,22.98,0.13,0.09,0.17,0.06,1.27,0.01,0.01,5.12,0.46,0,2.25,0.02,0.01,0.04,0.01,-2.040220829,661.54,23.74,,,-3.912023005,-2165.56865,6.866349505,0.894015358,0.285540713,0.319084744
89P0658,27,0.32,0.64,12.93,5.07,0.05,26.25,0.11,0,0.49,0.26,1.69,0.04,0.02,2.15,0.63,0,2.57,0.02,0,0.12,0.03,-2.207274913,3967.69,22.375,,,-3.912023005,650.6445726,9.589404637,-0.70727361,0.439093601,0.656398261
89P0659,25.3,0.23,0.68,12.05,4.79,0.05,23.02,0.1,0.01,0.63,0.25,1.58,0.03,0.02,2.01,0.6,0,2.26,0.02,0,0.16,0.03,-2.302585093,3967.69,22.375,,,-3.912023005,737.0964147,8.909448785,-0.307202224,0.39402488,1.206382291
89P0660,25.22,0.25,0.63,10.84,4.83,0.04,22.58,0.1,0.01,0.55,0.24,1.58,0.03,0.02,1.8,0.61,0,2.21,0.02,0,0.14,0.02,-2.302585093,3967.69,22.375,,,-3.912023005,694.817249,9.012491711,-0.222971455,0.382698076,1.32284442
89P0661,22.9,0.29,0.69,12.51,4.44,0.04,26.12,0.06,0.02,0.6,0.18,1.43,0.04,0.02,2.08,0.56,0,2.56,0.01,0,0.15,0.02,-2.813410717,3967.69,22.375,,,-4.605170186,976.5821667,8.690165421,-0.718005715,-0.065639286,0.197264025
89P0823,2.3,0.04,0.1,71.66,0.47,0.02,7.97,1.64,1.61,0.74,2.71,0.14,0.01,0,11.93,0.06,0,0.78,0.29,0.26,0.18,0.29,0.494696242,402.33,7.915,,,-1.237874356,-218.2609493,-1.715752116,-0.351626868,0.682187032,0.148012224
90P0379,3.99,0.02,0.08,79.11,0.71,0.03,11.86,0.66,0.93,0.93,1.7,0.25,0,0,13.17,0.09,0,1.16,0.12,0.15,0.23,0.18,-0.415515444,1044.18,12.045,,,-2.120263536,77.82913898,-0.470689559,0.826512174,0.612930177,-0.339213741
90P0600,1.26,0.01,0.03,86.21,0.22,0.01,3.39,0.2,0.27,0.18,1.06,0.08,0,0,14.35,0.03,0,0.33,0.04,0.04,0.05,0.11,-1.609437912,436.74,14.195,,,-3.218875825,-456.8371836,-1.212363461,2.16332947,0.307161986,-0.036692808
90P0791,2.91,0.04,0.15,68.78,0.46,0.02,10.06,1.32,1.44,0.98,2.69,0.18,0.01,0.01,11.45,0.06,0,0.99,0.24,0.23,0.24,0.29,0.277631737,439.99,10.12,,,-1.427116356,-175.8781063,-1.272733314,-0.913196121,0.401432754,-0.208626419
90P0801,4.1,0.04,0.05,70.73,0.71,0.02,13.06,0.37,0.76,0.74,1.56,0.26,0.01,0,11.77,0.09,0,1.28,0.07,0.12,0.18,0.17,-0.994252273,1093.23,12.49,,,-2.659260037,101.0843786,0.019196669,0.620643778,0.24556111,-0.702448773
90P0802,4.35,0.02,0.06,68.56,0.64,0.02,6.19,0.11,0.61,0.44,1.19,0.27,0,0,11.41,0.08,0,0.61,0.02,0.1,0.11,0.13,-2.207274913,1104.11,12.725,,,-3.912023005,-9.792557221,-0.259370435,1.517885183,0.328651481,0.435068492
90P0849,5.23,0.04,0.06,76.62,0.76,0.03,12.63,0.43,0.89,1.03,1.7,0.33,0.01,0,12.75,0.09,0,1.24,0.08,0.14,0.26,0.18,-0.84397007,1088.03,12.67,,,-2.525728644,80.96856951,-0.099361709,0.503308041,0.553762388,-0.508364979
90P0949,2.55,0.07,0.04,79.45,0.71,0.02,8.01,0.6,0.98,0.72,1.67,0.16,0.01,0,13.22,0.09,0,0.79,0.11,0.16,0.18,0.18,-0.510825624,924.19,15.46,,,-2.207274913,22.60648771,-0.825171374,0.732512505,0.633268869,-0.052247196
90P1087,5.33,0.03,0.08,69.36,0.74,0.03,11.78,0.74,0.67,1.06,1.8,0.33,0,0,11.55,0.09,0,1.15,0.13,0.11,0.26,0.19,-0.301105093,1028.17,11.34,,,-2.040220829,-31.73830661,-0.076462075,0.864306173,0.38796449,-0.116602223
90P1090,3.64,0.05,0.1,70.96,0.49,0.02,6.91,0.51,1.02,0.92,1.69,0.23,0.01,0,11.81,0.06,0,0.68,0.09,0.16,0.23,0.18,-0.673344553,313.25,6.815,,,-2.407945609,-598.8431302,-0.795045455,0.640342178,0.43976121,0.290916827
91P0101,1.39,0.01,0.02,72.47,0.58,0.02,4.34,0.08,0.2,0.08,1.04,0.09,0,0,12.06,0.07,0,0.43,0.02,0.03,0.02,0.11,-2.525728644,1146.56,13.38,,,-3.912023005,112.1803801,-0.567696611,2.121273265,0.071489073,0.166038436
91P0141,3.22,0.04,0.09,74.03,0.59,0.03,4.79,0.75,1.08,0.62,1.89,0.2,0.01,0,12.32,0.07,0,0.47,0.13,0.17,0.15,0.2,-0.287682072,830,5.595,,,-2.040220829,-49.59487009,-1.101537689,0.684133559,0.62532924,0.487087441
91P0148,2.89,0.08,0.05,63.67,0.28,0.01,8.74,0.48,0.79,0.58,1.31,0.18,0.01,0,10.6,0.04,0,0.86,0.09,0.13,0.14,0.14,-0.733969175,1090.23,16.015,,,-2.407945609,203.599668,-0.487298363,0.823351066,-0.132256352,-0.225024511
91P0148,3.15,0.08,0.05,60.77,0.31,0.01,9.16,0.47,0.76,0.64,1.35,0.2,0.01,0,10.11,0.04,0,0.9,0.08,0.12,0.16,0.14,-0.755022584,1090.23,16.015,,,-2.525728644,175.534176,-0.338543228,0.814678388,-0.209478819,-0.208087566
91P0868,2.76,0.05,0.12,68.72,0.4,0.01,7.82,1.03,1.44,1.27,2.62,0.17,0.01,0,11.44,0.05,0,0.77,0.18,0.23,0.31,0.28,0.029558802,367.98,8.435,,,-1.714798428,-320.4341028,-1.538003319,-0.244191728,0.644010615,0.364402917
92P0042,4.9,0.04,0.11,66.21,0.91,0.03,6.22,0.06,0.69,0.6,1.81,0.31,0.01,0,11.02,0.11,0,0.61,0.01,0.11,0.15,0.19,-2.813410717,1054.95,7.21,,,-4.605170186,-73.82295155,-0.157698952,0.922422636,0.575234017,0.556765765
92P0073,5.04,0.09,0.17,60.35,0.83,0.01,10.28,1.92,2.25,1.31,2.03,0.32,0.01,0.01,10.04,0.1,0,1.01,0.34,0.36,0.32,0.22,0.652325186,337.08,8.665,,,-1.078809661,-480.9921024,-0.643917862,-1.289617513,0.448635931,0.599854095
92P0094,1.01,0.03,0.05,72.8,0.36,0.01,3.84,0.16,0.88,0.14,1.43,0.06,0,0,12.12,0.05,0,0.38,0.03,0.14,0.04,0.15,-1.832581464,814.44,0.975,,,-3.506557897,-41.83721455,-1.279288017,1.420216042,0.337539269,0.396052077
92P0119,2.55,0.12,0.15,52.32,0.35,0.01,7.56,9.13,1.16,3.01,1.35,0.16,0.02,0.01,8.71,0.04,0,0.74,1.63,0.19,0.75,0.14,2.211565695,636.35,5.795,,,0.488580015,18.29011366,-0.746670201,-0.652689015,-1.656291043,0.773120108
92P0153,4.31,0.07,0.13,62.51,0.56,0.01,12.79,4.64,1.04,2.66,2.39,0.27,0.01,0,10.4,0.07,0,1.25,0.83,0.17,0.66,0.25,1.534714366,433.5,5.575,,,-0.186329578,-355.16819,-0.649274304,-0.296484852,-0.200460327,0.221443446
92P0154,4.12,0.07,0.08,77.52,0.67,0.02,10.83,0.64,1.22,1.21,1.71,0.26,0.01,0,12.9,0.08,0,1.06,0.11,0.2,0.3,0.18,-0.446287103,379.55,5.53,,,-2.207274913,-534.630512,-0.607949831,0.307018913,0.652722843,-0.140379882
92P0159,3.14,0.04,0.06,75.44,0.61,0.02,12.29,0.36,1.16,1,1.87,0.2,0.01,0,12.56,0.08,0,1.21,0.06,0.19,0.25,0.2,-1.021651248,411.46,5.7,,,-2.813410717,-445.4583815,-0.630061322,0.205357676,0.562277441,-0.498044944
92P0160,3.74,0.06,0.05,79.88,0.72,0.02,11.66,0.25,0.21,0.81,1.06,0.23,0.01,0,13.29,0.09,0,1.14,0.04,0.03,0.2,0.11,-1.386294361,410.8,5.69,,,-3.218875825,-682.3997361,0.212660872,1.463974319,0.172454263,-0.819170468
92P0198,5.03,0.09,0.15,65.95,0.6,0.02,12.01,1.13,1.07,1.47,2.72,0.31,0.01,0.01,10.98,0.08,0,1.18,0.2,0.17,0.37,0.29,0.122217633,867.66,8.595,,,-1.609437912,67.27620761,-0.558724544,-0.795661888,0.398994071,-0.178528215
92P0368,1.41,0.02,0.06,76.1,1.06,0.03,3.29,0.06,0.18,0.09,0.78,0.09,0,0,12.67,0.13,0,0.32,0.01,0.03,0.02,0.08,-2.813410717,1125.65,12.695,,,-4.605170186,-96.05744424,-0.188360718,2.440620714,0.349837387,0.552293949
92P0368,1.55,0.02,0.05,79.82,1.21,0.03,3.05,0.02,0.17,0.01,0.72,0.1,0,0,13.29,0.15,0,0.3,0,0.03,0,0.08,-3.912023005,1125.65,12.695,,,,-143.6264573,-0.121905368,2.518327548,0.537339297,0.585177107
92P0389,3.86,0.03,0.05,66.13,0.5,0.02,9.47,0.3,0.25,0.56,1.29,0.24,0,0,11.01,0.06,0,0.93,0.05,0.04,0.14,0.14,-1.203972804,991.61,19.345,,,-2.995732274,-60.25643915,-0.076785227,1.530837278,-0.059647953,-0.247378233
92P0463,7.64,0.17,0.09,48.89,0.62,0.01,16.87,4.77,1.82,1.9,0.67,0.48,0.02,0,8.14,0.08,0,1.65,0.85,0.29,0.47,0.07,1.562346305,1298.71,25.85,,,-0.162518929,278.0241492,0.92027904,-0.607562095,-0.885089412,-0.235388964
92P0596,4.6,0.18,0.09,51.28,0.65,0.02,11.32,10.87,0.15,1.22,0.95,0.29,0.03,0,8.54,0.08,0,1.11,1.94,0.02,0.3,0.1,2.386006701,1010.5,18.195,,,0.662687973,168.6830991,0.65510353,0.553446579,-2.31706437,-0.7338181
92P0623,15.8,0.34,0.44,29.41,3.29,0.09,19.04,0.22,0.2,0.75,0.32,0.99,0.05,0.02,4.89,0.41,0.01,1.87,0.04,0.03,0.19,0.03,-1.514127733,260.29,23.145,,,-3.218875825,-904.7594599,6.491626026,-5.542497787,-4.548564181,-5.426519102
92P0627,12.72,0.68,2.05,38.4,2.43,0.03,17.16,3.35,0.75,1.38,0.57,0.8,0.1,0.07,6.39,0.3,0,1.68,0.6,0.12,0.34,0.06,1.208960346,1494.63,18.375,,,-0.510825624,157.04085,5.040459811,-5.582390424,-1.891182207,-1.810092637
92P1051,8.45,0.07,0.26,53.53,1.11,0.02,19.26,0.25,1.22,2.84,1.68,0.53,0.01,0.01,8.91,0.14,0,1.89,0.04,0.2,0.71,0.18,-1.386294361,4224.46,10.18,,,-3.218875825,2989.880596,1.358929216,-0.968625263,0.222160752,-0.029213001
92P1056,28.41,0.28,0.07,31.76,1.21,0.01,11.75,1.6,1,5.62,0.72,1.78,0.04,0,5.29,0.15,0,1.15,0.28,0.16,1.4,0.08,0.470003629,2704.84,11.47,,,-1.272965676,394.8297584,4.335089383,-0.973052283,0.665424538,3.287507417
92P1072,1.72,0.03,0.03,74.9,0.29,0.03,7.17,0.35,2.68,0.2,3.74,0.11,0,0,12.47,0.04,0,0.7,0.06,0.43,0.05,0.4,-1.049822124,786.47,0.42,,,-2.813410717,424.6037487,-3.003685999,-1.258568238,1.583296878,0.475130615
92P1075,0.66,0.01,0.05,80.32,0.56,0.08,1.66,0.04,0.3,0.01,0.61,0.04,0,0,13.37,0.07,0.01,0.16,0.01,0.05,0,0.06,-3.218875825,775.73,0.33,,,-4.605170186,1059.200809,-0.383031758,-2.223201691,-4.013366244,-4.922768033
93P0232,4.66,0.05,0.06,64.57,0.58,0.02,4.2,0.26,0.83,0.42,1.97,0.29,0.01,0,10.75,0.07,0,0.41,0.05,0.13,0.1,0.21,-1.347073648,996.94,10.325,,,-2.995732274,10.50594911,-0.70052814,0.783702689,0.489361869,0.674326229
93P0234,3.82,0.06,0.08,68.39,0.65,0.03,4.63,0.21,0.86,0.47,1.8,0.24,0.01,0,11.38,0.08,0,0.45,0.04,0.14,0.12,0.19,-1.560647748,1015.85,10.265,,,-3.218875825,28.05078478,-0.716283584,0.859448038,0.541245895,0.598026968
93P0507,1.66,0.02,0.05,77.84,0.24,0.01,3.75,0.6,0.22,0.28,0.91,0.1,0,0,12.96,0.03,0,0.37,0.11,0.03,0.07,0.1,-0.510825624,433.32,14.895,,,-2.207274913,-501.2179043,-0.929489594,2.149889754,-0.005330929,0.065770143
93P0748,5.75,0.02,0.06,64.85,0.71,0.02,9.1,0.14,0.1,0.63,1.74,0.36,0,0,10.79,0.09,0,0.89,0.03,0.02,0.16,0.19,-1.966112856,1030.4,11.03,,,-3.506557897,-141.0810608,0.176194093,1.420362478,0.266512126,0.075691814
94P0049,7.34,0.07,0.13,57.96,0.71,0.01,11.34,1.13,1.19,1.45,1.36,0.46,0.01,0,9.65,0.09,0,1.11,0.2,0.19,0.36,0.14,0.122217633,506.83,16.275,,,-1.609437912,-650.4474562,0.43068202,0.291107916,0.153850854,0.403893272
94P0260,2.48,0.02,0.07,71.52,0.75,0.02,7.07,0.2,0.34,0.28,1.53,0.16,0,0,11.9,0.09,0,0.69,0.04,0.06,0.07,0.16,-1.609437912,1158.6,13.76,,,-3.218875825,119.1116308,-0.432141154,1.606387396,0.293619801,0.050742251
94P0702,11.18,0.16,0.25,45.56,1.92,0.01,11.43,7.69,1.56,8.52,0.31,0.7,0.02,0.01,7.58,0.24,0,1.12,1.37,0.25,2.11,0.03,2.039920784,2280.65,16.075,,,0.31481074,540.1646687,2.177728325,-0.957947093,-0.317292933,4.044188597
95P0895,3.01,0.05,0.32,84.04,0.54,0.02,13.05,1.8,2.77,0.89,1.74,0.19,0.01,0.01,13.99,0.07,0,1.28,0.32,0.45,0.22,0.19,0.587786665,557.73,5.685,,,-1.139434283,17.58755967,-1.465289049,-1.502578012,0.807317381,-0.491967352
96P0028,4.83,0.17,0.39,49.98,0.94,0.02,14.48,1.54,2.1,0.93,1.65,0.3,0.02,0.01,8.32,0.12,0,1.42,0.28,0.34,0.23,0.18,0.431782416,911.66,7.4,,,-1.272965676,30.65438544,0.259565949,-1.517284477,-0.09382448,-0.189110853
96P0281,4.99,0.09,0.31,64.55,0.59,0.01,14.88,3.3,2.71,1.79,3.15,0.31,0.01,0.01,10.74,0.07,0,1.46,0.59,0.44,0.44,0.33,1.193922468,326.65,4.57,,,-0.527632742,-162.5800866,-1.417007731,-2.472738108,0.57371812,-0.019159554
96P0282,4.61,0.13,0.32,64.68,0.46,0.01,12.48,2.79,2.23,1.52,3.08,0.29,0.02,0.01,10.77,0.06,0,1.22,0.5,0.36,0.38,0.33,1.026041596,326.37,4.45,,,-0.693147181,-173.9997827,-1.350832401,-2.236019211,0.448984525,-0.12905234
96P0283,4.45,0.07,0.23,66.83,0.48,0.01,12.2,2.66,2.51,1.19,3.33,0.28,0.01,0.01,11.12,0.06,0,1.2,0.47,0.4,0.3,0.35,0.978326123,326.37,4.52,,,-0.755022584,-136.7618852,-1.694462808,-2.172246278,0.702101522,-0.001292629
96P0284,4.25,0.06,0.25,63.87,0.55,0.01,15.43,2.91,2.73,1.92,2.18,0.27,0.01,0.01,10.63,0.07,0,1.51,0.52,0.44,0.48,0.23,1.068153081,309.85,4.59,,,-0.653926467,-281.9715474,-0.989631241,-2.047670606,0.284259489,-0.05466192
96P0286,2.34,0.05,0.26,62.38,0.43,0.01,10.04,2.01,3.01,1.01,2.44,0.15,0.01,0.01,10.38,0.05,0,0.98,0.36,0.49,0.25,0.26,0.698134722,307.16,4.665,,,-1.021651248,-136.5463051,-1.880967234,-2.063834778,0.522231689,0.405138056
96P0287,5.39,0.08,0.26,57.7,0.63,0,10.93,2.76,1.86,2.11,2.73,0.34,0.01,0.01,9.6,0.08,0,1.07,0.49,0.3,0.52,0.29,1.01523068,463.53,3.865,,,-0.713349888,-278.4100101,-0.844300116,-1.499427597,0.313658646,0.664704536
96P0288,5.07,0.07,0.24,69.47,0.58,0.01,13.97,3.04,1.78,1.68,3.24,0.32,0.01,0.01,11.56,0.07,0,1.37,0.54,0.29,0.42,0.34,1.111857515,378.34,4.13,,,-0.616186139,-198.1105107,-1.173343884,-1.720277777,0.499037677,-0.295932902
96P0289,5.16,0.07,0.19,61.1,0.7,0.01,13.91,2.74,1.8,1.59,2.45,0.32,0.01,0.01,10.17,0.09,0,1.36,0.49,0.29,0.4,0.26,1.00795792,378.34,4.13,,,-0.713349888,-368.6051355,-0.518223019,-1.375318038,0.170607934,-0.071321501
96P0290,2.6,0.03,0.13,72.41,0.27,0.01,13.55,1.43,2.05,0.97,4.71,0.16,0,0,12.05,0.03,0,1.33,0.25,0.33,0.24,0.5,0.357674444,433.33,3.26,,,-1.386294361,161.5505535,-2.740937354,-1.702663406,1.275856972,-0.439231022
96P0291,5.24,0.07,0.19,65.11,0.61,0,14.5,2.43,1.9,2.21,3.93,0.33,0.01,0.01,10.84,0.08,0,1.42,0.43,0.31,0.55,0.42,0.887891257,530.39,2.49,,,-0.84397007,-18.54402868,-1.37909464,-2.261906257,0.82864869,0.033116748
96P0306,4.01,0.02,0.04,65.13,0.43,0.02,7.96,0.34,0.09,0.49,1.17,0.25,0,0,10.84,0.05,0,0.78,0.06,0.01,0.12,0.12,-1.078809661,772.3,17.74,,,-2.813410717,-312.7228207,-0.028825072,1.819668728,-0.194629751,-0.118018559
96P0307,3.5,0.02,0.03,54.92,0.44,0.02,7.03,0.27,0.09,0.44,1.03,0.22,0,0,9.14,0.06,0,0.69,0.05,0.01,0.11,0.11,-1.30933332,772.3,17.74,,,-2.995732274,-367.1803283,0.165793325,1.857134343,-0.430752492,0.218498126
96P0308,3.21,0.02,0.02,70.37,0.35,0.01,5.03,0.23,0.08,0.28,0.9,0.2,0,0,11.71,0.04,0,0.49,0.04,0.01,0.07,0.1,-1.46967597,772.3,17.74,,,-3.218875825,-283.7332477,-0.381577949,2.118473782,-0.094358577,0.098262857
96P0337,4.67,0.07,0.1,83.57,0.76,0.02,11.26,0.56,0.69,0.83,2.1,0.29,0.01,0,13.91,0.1,0,1.1,0.1,0.11,0.2,0.22,-0.579818495,1201.87,13.94,,,-2.302585093,240.4906393,-0.432523534,0.635792545,0.803858164,-0.55414583
96P0338,3.67,0.07,0.08,78.68,0.67,0.02,9.74,0.43,0.64,0.67,1.86,0.23,0.01,0,13.1,0.08,0,0.96,0.08,0.1,0.17,0.2,-0.84397007,1201.87,13.94,,,-2.525728644,275.7392204,-0.548466747,0.801958046,0.534964423,-0.445849393
96P0339,4.44,0.08,0.1,85.41,0.74,0.02,10.16,0.45,0.89,0.77,1.97,0.28,0.01,0,14.22,0.09,0,1,0.08,0.14,0.19,0.21,-0.798507696,1201.87,13.94,,,-2.525728644,275.1242231,-0.650602469,0.599187614,0.887433218,-0.426660611
96P0340,3.32,0.05,0.05,88.26,0.72,0.03,8.98,0.64,1.12,0.58,1.97,0.21,0.01,0,14.69,0.09,0,0.88,0.11,0.18,0.14,0.21,-0.446287103,1201.87,13.94,,,-2.207274913,353.7141726,-1.027685085,0.528869709,0.982762127,-0.339819707
